,SOURCE,ARTICULO,WORDS,TRANSLATE,SENTENCES,READ,HEAR,WRITE,TALK,STATUS
761,,,fecha,,,,,,,
762,,,serán,,,,,,,
763,,,doctor,,,,,,,
764,,,ideas,,,,,,,
765,,,vino,,,,,,,
766,,,materia,,,,,,,
767,,,llega,,,,,,,
768,,,carrera,,,,,,,
769,,,cierta,,,,,,,
770,,,sola,,,,,,,
771,,,psoe,,,,,,,
772,,,lejos,,,,,,,
773,,,juez,,,,,,,
774,,,características,,,,,,,
775,,,riesgo,,,,,,,
776,,,fácil,,,,,,,
777,,,diferencia,,,,,,,
778,,,cultural,,,,,,,
779,,,libros,,,,,,,
780,,,práctica,,,,,,,
781,,,mayo,,,,,,,
782,,,nuestras,,,,,,,
783,,,programas,,,,,,,
784,,,memoria,,,,,,,
785,,,llegado,,,,,,,
786,,,plazo,,,,,,,
787,,,expresión,,,,,,,
788,,,diciembre,,,,,,,
789,,,mantener,,,,,,,
790,,,enero,,,,,,,
791,,,volver,,,,,,,
792,,,cuadro,,,,,,,
793,,,producto,,,,,,,
794,,,produce,,,,,,,
795,,,europea,,,,,,,
796,,,conciencia,,,,,,,
797,,,tenían,,,,,,,
798,,,atrás,,,,,,,
799,,,felipe,,,,,,,
800,,,creación,,,,,,,
801,,,chile,,,,,,,
802,,,precio,,,,,,,
803,,,película,,,,,,,
804,,,puerto,,,,,,,
805,,,fuego,,,,,,,
806,,,cuestión,,,,,,,
807,,,pasó,,,,,,,
808,,,costa,,,,,,,
809,,,supuesto,,,,,,,
810,,,local,,,,,,,
811,,,habla,,,,,,,
812,,,aspectos,,,,,,,
813,,,cuba,,,,,,,
814,,,sala,,,,,,,
815,,,cámara,,,,,,,
816,,,vuelta,,,,,,,
817,,,vía,,,,,,,
818,,,mirada,,,,,,,
819,,,mejores,,,,,,,
820,,,informe,,,,,,,
821,,,unidad,,,,,,,
822,,,distintos,,,,,,,
823,,,suerte,,,,,,,
824,,,tales,,,,,,,
825,,,mira,,,,,,,
826,,,llamado,,,,,,,
827,,,técnica,,,,,,,
828,,,título,,,,,,,
829,,,s,,,,,,,
830,,,principios,,,,,,,
831,,,octubre,,,,,,,
832,,,volvió,,,,,,,
833,,,período,,,,,,,
834,,,g,,,,,,,
835,,,encontrar,,,,,,,
836,,,democracia,,,,,,,
837,,,aumento,,,,,,,
838,,,fútbol,,,,,,,
839,,,prueba,,,,,,,
840,,,consumo,,,,,,,
841,,,pese,,,,,,,
842,,,ocasiones,,,,,,,
843,,,exterior,,,,,,,
844,,,solución,,,,,,,
845,,,u,,,,,,,
846,,,hija,,,,,,,
847,,,sueño,,,,,,,
848,,,parís,,,,,,,
849,,,capaz,,,,,,,
850,,,ocasión,,,,,,,
851,,,industria,,,,,,,
852,,,adelante,,,,,,,
853,,,salida,,,,,,,
854,,,ciencia,,,,,,,
855,,,asunto,,,,,,,
856,,,asociación,,,,,,,
857,,,puso,,,,,,,
858,,,intereses,,,,,,,
859,,,oro,,,,,,,
860,,,podrá,,,,,,,
861,,,pregunta,,,,,,,
862,,,oposición,,,,,,,
863,,,entrar,,,,,,,
864,,,señora,,,,,,,
865,,,señaló,,,,,,,
866,,,santiago,,,,,,,
867,,,dolor,,,,,,,
868,,,zonas,,,,,,,
869,,,comercio,,,,,,,
870,,,operación,,,,,,,
871,,,tribunal,,,,,,,
872,,,instituciones,,,,,,,
873,,,temas,,,,,,,
874,,,militares,,,,,,,
875,,,junio,,,,,,,
876,,,marco,,,,,,,
877,,,sectores,,,,,,,
878,,,hacerlo,,,,,,,
879,,,aspecto,,,,,,,
880,,,razones,,,,,,,
881,,,contenido,,,,,,,
882,,,juicio,,,,,,,
883,,,electoral,,,,,,,
884,,,considera,,,,,,,
885,,,tendrá,,,,,,,
886,,,mucha,,,,,,,
887,,,voluntad,,,,,,,
888,,,dicen,,,,,,,
889,,,recuerdo,,,,,,,
890,,,socialista,,,,,,,
891,,,área,,,,,,,
892,,,aparece,,,,,,,
893,,,vio,,,,,,,
894,,,cama,,,,,,,
895,,,aun,,,,,,,
896,,,presenta,,,,,,,
897,,,pp,,,,,,,
898,,,revolución,,,,,,,
899,,,busca,,,,,,,
900,,,abril,,,,,,,
901,,,rodríguez,,,,,,,
902,,,fiscal,,,,,,,
903,,,lópez,,,,,,,
904,,,victoria,,,,,,,
905,,,violencia,,,,,,,
906,,,primeras,,,,,,,
907,,,pequeña,,,,,,,
908,,,armas,,,,,,,
909,,,debía,,,,,,,
910,,,ii,,,,,,,
911,,,esfuerzo,,,,,,,
912,,,humana,,,,,,,
913,,,posibilidades,,,,,,,
914,,,centros,,,,,,,
915,,,profesional,,,,,,,
916,,,asimismo,,,,,,,
917,,,grado,,,,,,,
918,,,has,,,,,,,
919,,,toma,,,,,,,
920,,,distintas,,,,,,,
921,,,material,,,,,,,
922,,,carne,,,,,,,
923,,,llama,,,,,,,
924,,,particular,,,,,,,
925,,,jorge,,,,,,,
926,,,trabajar,,,,,,,
927,,,propuesta,,,,,,,
928,,,muerto,,,,,,,
929,,,precios,,,,,,,
930,,,reforma,,,,,,,
931,,,hermano,,,,,,,
932,,,corte,,,,,,,
933,,,comenzó,,,,,,,
934,,,etapa,,,,,,,
935,,,obstante,,,,,,,
936,,,pone,,,,,,,
937,,,diversos,,,,,,,
938,,,visita,,,,,,,
939,,,concepto,,,,,,,
940,,,pacientes,,,,,,,
941,,,semanas,,,,,,,
942,,,tipos,,,,,,,
943,,,solamente,,,,,,,
944,,,deseo,,,,,,,
945,,,sistemas,,,,,,,
946,,,encuentran,,,,,,,
947,,,siguientes,,,,,,,
948,,,martín,,,,,,,
949,,,suficiente,,,,,,,
950,,,marzo,,,,,,,
951,,,propios,,,,,,,
952,,,jamás,,,,,,,
953,,,dan,,,,,,,
954,,,club,,,,,,,
955,,,instituto,,,,,,,
956,,,constitución,,,,,,,
957,,,curso,,,,,,,
958,,,lenguaje,,,,,,,
959,,,estilo,,,,,,,
960,,,rosa,,,,,,,
961,,,imposible,,,,,,,
962,,,pablo,,,,,,,
963,,,buscar,,,,,,,
964,,,peor,,,,,,,
965,,,piel,,,,,,,
966,,,arriba,,,,,,,
967,,,generales,,,,,,,
968,,,septiembre,,,,,,,
969,,,blanca,,,,,,,
970,,,r,,,,,,,
971,,,aquellas,,,,,,,
972,,,teoría,,,,,,,
973,,,animales,,,,,,,
974,,,hicieron,,,,,,,
975,,,larga,,,,,,,
976,,,perdido,,,,,,,
977,,,imágenes,,,,,,,
978,,,paciente,,,,,,,
979,,,conseguir,,,,,,,
980,,,máximo,,,,,,,
981,,,noviembre,,,,,,,
982,,,j,,,,,,,
983,,,líder,,,,,,,
984,,,hospital,,,,,,,
985,,,diversas,,,,,,,
986,,,rafael,,,,,,,
987,,,vuelve,,,,,,,
988,,,destino,,,,,,,
989,,,torno,,,,,,,
990,,,proyectos,,,,,,,
991,,,flores,,,,,,,
992,,,niveles,,,,,,,
993,,,afirmó,,,,,,,
994,,,explicó,,,,,,,
995,,,n,,,,,,,
996,,,somos,,,,,,,
997,,,términos,,,,,,,
998,,,premio,,,,,,,
999,,,tercera,,,,,,,
1000,,,simple,,,,,,,
1001,,,trabajos,,,,,,,
1002,,,factores,,,,,,,
1003,,,fuente,,,,,,,
1004,,,cielo,,,,,,,
1005,,,ambas,,,,,,,
1006,,,mismas,,,,,,,
1007,,,fernández,,,,,,,
1008,,,actualmente,,,,,,,
1009,,,conocido,,,,,,,
1010,,,condición,,,,,,,
1011,,,ejercicio,,,,,,,
1012,,,cree,,,,,,,
1013,,,par,,,,,,,
1014,,,ocurre,,,,,,,
1015,,,ti,,,,,,,
1016,,,espíritu,,,,,,,
1017,,,lengua,,,,,,,
1018,,,responsabilidad,,,,,,,
1019,,,digo,,,,,,,
1020,,,pérez,,,,,,,
1021,,,distancia,,,,,,,
1022,,,organismo,,,,,,,
1023,,,cruz,,,,,,,
1024,,,evolución,,,,,,,
1025,,,realmente,,,,,,,
1026,,,alberto,,,,,,,
1027,,,francés,,,,,,,
1028,,,novela,,,,,,,
1029,,,alma,,,,,,,
1030,,,doble,,,,,,,
1031,,,anteriores,,,,,,,
1032,,,obtener,,,,,,,
1033,,,dije,,,,,,,
1034,,,selección,,,,,,,
1035,,,podido,,,,,,,
1036,,,nación,,,,,,,
1037,,,ido,,,,,,,
1038,,,crear,,,,,,,
1039,,,motivo,,,,,,,
1040,,,tercer,,,,,,,
1041,,,detrás,,,,,,,
1042,,,significa,,,,,,,
1043,,,empleo,,,,,,,
1044,,,escrito,,,,,,,
1045,,,departamento,,,,,,,
1046,,,contacto,,,,,,,
1047,,,casas,,,,,,,
1048,,,red,,,,,,,
1049,,,rostro,,,,,,,
1050,,,oportunidad,,,,,,,
1051,,,procesos,,,,,,,
1052,,,terreno,,,,,,,
1053,,,daba,,,,,,,
1054,,,calles,,,,,,,
1055,,,lista,,,,,,,
1056,,,nacionales,,,,,,,
1057,,,funciones,,,,,,,
1058,,,leyes,,,,,,,
1059,,,acceso,,,,,,,
1060,,,técnico,,,,,,,
1061,,,visión,,,,,,,
1062,,,preguntó,,,,,,,
1063,,,jesús,,,,,,,
1064,,,grave,,,,,,,
1065,,,tenga,,,,,,,
1066,,,lunes,,,,,,,
1067,,,aplicación,,,,,,,
1068,,,junta,,,,,,,
1069,,,lugares,,,,,,,
1070,,,verano,,,,,,,
1071,,,capítulo,,,,,,,
1072,,,éstos,,,,,,,
1073,,,pensamiento,,,,,,,
1074,,,york,,,,,,,
1075,,,frecuencia,,,,,,,
1076,,,gestión,,,,,,,
1077,,,viernes,,,,,,,
1078,,,javier,,,,,,,
1079,,,sitio,,,,,,,
1080,,,agosto,,,,,,,
1081,,,propiedad,,,,,,,
1082,,,profesionales,,,,,,,
1083,,,últimas,,,,,,,
1084,,,gusta,,,,,,,
1085,,,objetivos,,,,,,,
1086,,,movimientos,,,,,,,
1087,,,alcalde,,,,,,,
1088,,,ejecutivo,,,,,,,
1089,,,ciudadanos,,,,,,,
1090,,,necesidades,,,,,,,
1091,,,exposición,,,,,,,
1092,,,término,,,,,,,
1093,,,veinte,,,,,,,
1094,,,cuál,,,,,,,
1095,,,clara,,,,,,,
1096,,,altura,,,,,,,
1097,,,pequeños,,,,,,,
1098,,,presión,,,,,,,
1099,,,moral,,,,,,,
1100,,,lograr,,,,,,,
1101,,,comité,,,,,,,
1102,,,teléfono,,,,,,,
1103,,,asuntos,,,,,,,
1104,,,peligro,,,,,,,
1105,,,escena,,,,,,,
1106,,,gusto,,,,,,,
1107,,,palacio,,,,,,,
1108,,,hotel,,,,,,,
1109,,,colombia,,,,,,,
1110,,,aseguró,,,,,,,
1111,,,isla,,,,,,,
1112,,,guardia,,,,,,,
1113,,,confianza,,,,,,,
1114,,,ciudades,,,,,,,
1115,,,esperar,,,,,,,
1116,,,café,,,,,,,
1117,,,demanda,,,,,,,
1118,,,personajes,,,,,,,
1119,,,directamente,,,,,,,
1120,,,salió,,,,,,,
1121,,,discurso,,,,,,,
1122,,,sánchez,,,,,,,
1123,,,representantes,,,,,,,
1124,,,normal,,,,,,,
1125,,,pena,,,,,,,
1126,,,jugadores,,,,,,,
1127,,,supone,,,,,,,
1128,,,industrial,,,,,,,
1129,,,referencia,,,,,,,
1130,,,febrero,,,,,,,
1131,,,entender,,,,,,,
1132,,,esté,,,,,,,
1133,,,física,,,,,,,
1134,,,dejado,,,,,,,
1135,,,alimentos,,,,,,,
1136,,,pies,,,,,,,
1137,,,doña,,,,,,,
1138,,,protección,,,,,,,
1139,,,autores,,,,,,,
1140,,,marido,,,,,,,
1141,,,podrían,,,,,,,
1142,,,llamada,,,,,,,
1143,,,brazos,,,,,,,
1144,,,intervención,,,,,,,
1145,,,sal,,,,,,,
1146,,,páginas,,,,,,,
1147,,,nueve,,,,,,,
1148,,,pueblos,,,,,,,
1149,,,temporada,,,,,,,
1150,,,tus,,,,,,,
1151,,,abajo,,,,,,,
1152,,,aquello,,,,,,,
1153,,,maestro,,,,,,,
1154,,,internacionales,,,,,,,
1155,,,técnicas,,,,,,,
1156,,,estás,,,,,,,
1157,,,esposa,,,,,,,
1158,,,crítica,,,,,,,
1159,,,totalmente,,,,,,,
1160,,,perder,,,,,,,
1161,,,venta,,,,,,,
1162,,,finales,,,,,,,
1163,,,ramón,,,,,,,
1164,,,contar,,,,,,,
1165,,,diferencias,,,,,,,
1166,,,familiar,,,,,,,
1167,,,martínez,,,,,,,
1168,,,kilómetros,,,,,,,
1169,,,mala,,,,,,,
1170,,,fundamental,,,,,,,
1171,,,enorme,,,,,,,
1172,,,puedan,,,,,,,
1173,,,líneas,,,,,,,
1174,,,ofrece,,,,,,,
1175,,,comercial,,,,,,,
1176,,,pan,,,,,,,
1177,,,aires,,,,,,,
1178,,,profesor,,,,,,,
1179,,,inversión,,,,,,,
1180,,,municipal,,,,,,,
1181,,,declaraciones,,,,,,,
1182,,,funcionarios,,,,,,,
1183,,,aguas,,,,,,,
1184,,,responsable,,,,,,,
1185,,,sábado,,,,,,,
1186,,,alguno,,,,,,,
1187,,,federal,,,,,,,
1188,,,señala,,,,,,,
1189,,,conflicto,,,,,,,
1190,,,dicha,,,,,,,
1191,,,efe,,,,,,,
1192,,,dirigentes,,,,,,,
1193,,,cambiar,,,,,,,
1194,,,superficie,,,,,,,
1195,,,necesita,,,,,,,
1196,,,estudiantes,,,,,,,
1197,,,tantos,,,,,,,
1198,,,golpe,,,,,,,
1199,,,públicos,,,,,,,
1200,,,públicas,,,,,,,
1201,,,equipos,,,,,,,
1202,,,literatura,,,,,,,
1203,,,pruebas,,,,,,,
1204,,,alemania,,,,,,,
1205,,,circunstancias,,,,,,,
1206,,,tienes,,,,,,,
1207,,,documento,,,,,,,
1208,,,fiesta,,,,,,,
1209,,,simplemente,,,,,,,
1210,,,enrique,,,,,,,
1211,,,aceite,,,,,,,
1212,,,establecer,,,,,,,
1213,,,médicos,,,,,,,
1214,,,eres,,,,,,,
1215,,,locales,,,,,,,
1216,,,empezó,,,,,,,
1217,,,pobre,,,,,,,
1218,,,debería,,,,,,,
1219,,,llevó,,,,,,,
1220,,,parlamento,,,,,,,
1221,,,territorio,,,,,,,
1222,,,sale,,,,,,,
1223,,,treinta,,,,,,,
1224,,,coche,,,,,,,
1225,,,clases,,,,,,,
1226,,,afirma,,,,,,,
1227,,,oficiales,,,,,,,
1228,,,diálogo,,,,,,,
1229,,,vi,,,,,,,
1230,,,respeto,,,,,,,
1231,,,tratado,,,,,,,
1232,,,llevaba,,,,,,,
1233,,,revista,,,,,,,
1234,,,copa,,,,,,,
1235,,,pintura,,,,,,,
1236,,,nombres,,,,,,,
1237,,,propósito,,,,,,,
1238,,,leche,,,,,,,
1239,,,actualidad,,,,,,,
1240,,,constituye,,,,,,,
1241,,,tarea,,,,,,,
1242,,,alcanzar,,,,,,,
1243,,,competencia,,,,,,,
1244,,,normas,,,,,,,
1245,,,plata,,,,,,,
1246,,,vecinos,,,,,,,
1247,,,fenómeno,,,,,,,
1248,,,intención,,,,,,,
1249,,,dando,,,,,,,
1250,,,diputados,,,,,,,
1251,,,judicial,,,,,,,
1252,,,cualquiera,,,,,,,
1253,,,fe,,,,,,,
1254,,,jornada,,,,,,,
1255,,,italia,,,,,,,
1256,,,ganar,,,,,,,
1257,,,candidato,,,,,,,
1258,,,calor,,,,,,,
1259,,,esperanza,,,,,,,
1260,,,recién,,,,,,,
1261,,,suele,,,,,,,
1262,,,miles,,,,,,,
1263,,,ritmo,,,,,,,
1264,,,vive,,,,,,,
1265,,,quizás,,,,,,,
1266,,,pasos,,,,,,,
1267,,,sensación,,,,,,,
1268,,,representación,,,,,,,
1269,,,presidencia,,,,,,,
1270,,,triunfo,,,,,,,
1271,,,ayuntamiento,,,,,,,
1272,,,plantas,,,,,,,
1273,,,niña,,,,,,,
1274,,,frío,,,,,,,
1275,,,tono,,,,,,,
1276,,,compañeros,,,,,,,
1277,,,quieren,,,,,,,
1278,,,pesos,,,,,,,
1279,,,delante,,,,,,,
1280,,,propias,,,,,,,
1281,,,plano,,,,,,,
1282,,,enfermedades,,,,,,,
1283,,,institución,,,,,,,
1284,,,edificio,,,,,,,
1285,,,nota,,,,,,,
1286,,,franco,,,,,,,
1287,,,jugar,,,,,,,
1288,,,the,,,,,,,
1289,,,representa,,,,,,,
1290,,,gesto,,,,,,,
1291,,,mensaje,,,,,,,
1292,,,vasco,,,,,,,
1293,,,pudiera,,,,,,,
1294,,,gómez,,,,,,,
1295,,,influencia,,,,,,,
1296,,,pocas,,,,,,,
1297,,,realizado,,,,,,,
1298,,,conducta,,,,,,,
1299,,,objetos,,,,,,,
1300,,,tamaño,,,,,,,
1301,,,provincia,,,,,,,
1302,,,europeo,,,,,,,
1303,,,verde,,,,,,,
1304,,,informó,,,,,,,
1305,,,escribir,,,,,,,
1306,,,materiales,,,,,,,
1307,,,eduardo,,,,,,,
1308,,,cumplir,,,,,,,
1309,,,pidió,,,,,,,
1310,,,alumnos,,,,,,,
1311,,,ámbito,,,,,,,
1312,,,muertos,,,,,,,
1313,,,explica,,,,,,,
1314,,,consecuencias,,,,,,,
1315,,,refiere,,,,,,,
1316,,,comer,,,,,,,
1317,,,fines,,,,,,,
1318,,,versión,,,,,,,
1319,,,abierto,,,,,,,
1320,,,debate,,,,,,,
1321,,,barrio,,,,,,,
1322,,,labor,,,,,,,
1323,,,fondos,,,,,,,
1324,,,justo,,,,,,,
1325,,,tradición,,,,,,,
1326,,,diferente,,,,,,,
1327,,,piensa,,,,,,,
1328,,,tecnología,,,,,,,
1329,,,mantiene,,,,,,,
1330,,,situaciones,,,,,,,
1331,,,fase,,,,,,,
1332,,,histórico,,,,,,,
1333,,,agentes,,,,,,,
1334,,,planta,,,,,,,
1335,,,venezuela,,,,,,,
1336,,,f,,,,,,,
1337,,,actuación,,,,,,,
1338,,,iban,,,,,,,
1339,,,actos,,,,,,,
1340,,,posibles,,,,,,,
1341,,,león,,,,,,,
1342,,,mamá,,,,,,,
1343,,,velocidad,,,,,,,
1344,,,familiares,,,,,,,
1345,,,especies,,,,,,,
1346,,,cabe,,,,,,,
1347,,,asamblea,,,,,,,
1348,,,comunidades,,,,,,,
1349,,,museo,,,,,,,
1350,,,conferencia,,,,,,,
1351,,,prácticamente,,,,,,,
1352,,,autoridad,,,,,,,
1353,,,sujeto,,,,,,,
1354,,,alfonso,,,,,,,
1355,,,tratar,,,,,,,
1356,,,hacerse,,,,,,,
1357,,,pérdida,,,,,,,
1358,,,dificultades,,,,,,,
1359,,,rato,,,,,,,
1360,,,pagar,,,,,,,
1361,,,colegio,,,,,,,
1362,,,sabes,,,,,,,
1363,,,l,,,,,,,
1364,,,personaje,,,,,,,
1365,,,áreas,,,,,,,
1366,,,audiencia,,,,,,,
1367,,,doce,,,,,,,
1368,,,haga,,,,,,,
1369,,,periódico,,,,,,,
1370,,,v,,,,,,,
1371,,,distribución,,,,,,,
1372,,,ausencia,,,,,,,
1373,,,entrevista,,,,,,,
1374,,,recibió,,,,,,,
1375,,,añadió,,,,,,,
1376,,,cocina,,,,,,,
1377,,,edición,,,,,,,
1378,,,económicos,,,,,,,
1379,,,naturales,,,,,,,
1380,,,parecer,,,,,,,
1381,,,santo,,,,,,,
1382,,,vieja,,,,,,,
1383,,,mario,,,,,,,
1384,,,corresponde,,,,,,,
1385,,,decidió,,,,,,,
1386,,,perú,,,,,,,
1387,,,llegada,,,,,,,
1388,,,comienza,,,,,,,
1389,,,organizaciones,,,,,,,
1390,,,tendencia,,,,,,,
1391,,,escenario,,,,,,,
1392,,,definitiva,,,,,,,
1393,,,deberá,,,,,,,
1394,,,indicó,,,,,,,
1395,,,noticia,,,,,,,
1396,,,inglés,,,,,,,
1397,,,reina,,,,,,,
1398,,,ustedes,,,,,,,
1399,,,madera,,,,,,,
1400,,,alemán,,,,,,,
1401,,,habitantes,,,,,,,
1402,,,recibir,,,,,,,
1403,,,salvo,,,,,,,
1404,,,familias,,,,,,,
1405,,,miembro,,,,,,,
1406,,,escritor,,,,,,,
1407,,,conoce,,,,,,,
1408,,,cuidado,,,,,,,
1409,,,identidad,,,,,,,
1410,,,quiso,,,,,,,
1411,,,pareja,,,,,,,
1412,,,evidente,,,,,,,
1413,,,brasil,,,,,,,
1414,,,ciertos,,,,,,,
1415,,,siguen,,,,,,,
1416,,,declaración,,,,,,,
1417,,,cadena,,,,,,,
1418,,,acaba,,,,,,,
1419,,,consiste,,,,,,,
1420,,,presentación,,,,,,,
1421,,,cuentas,,,,,,,
1422,,,azul,,,,,,,
1423,,,década,,,,,,,
1424,,,puertas,,,,,,,
1425,,,comida,,,,,,,
1426,,,inmediato,,,,,,,
1427,,,marca,,,,,,,
1428,,,antiguo,,,,,,,
1429,,,rojo,,,,,,,
1430,,,debemos,,,,,,,
1431,,,instante,,,,,,,
1432,,,operaciones,,,,,,,
1433,,,iniciativa,,,,,,,
1434,,,caer,,,,,,,
1435,,,luna,,,,,,,
1436,,,veía,,,,,,,
1437,,,verdadero,,,,,,,
1438,,,habitación,,,,,,,
1439,,,manifestó,,,,,,,
1440,,,tío,,,,,,,
1441,,,quedado,,,,,,,
1442,,,martes,,,,,,,
1443,,,pleno,,,,,,,
1444,,,declaró,,,,,,,
1445,,,juegos,,,,,,,
1446,,,mínimo,,,,,,,
1447,,,aparición,,,,,,,
1448,,,estará,,,,,,,
1449,,,transporte,,,,,,,
1450,,,ven,,,,,,,
1451,,,pretende,,,,,,,
1452,,,tantas,,,,,,,
1453,,,sede,,,,,,,
1454,,,comportamiento,,,,,,,
1455,,,periodistas,,,,,,,
1456,,,animal,,,,,,,
1457,,,convertido,,,,,,,
1458,,,brazo,,,,,,,
1459,,,hermanos,,,,,,,
1460,,,rico,,,,,,,
1461,,,anunció,,,,,,,
1462,,,presupuesto,,,,,,,
1463,,,estrategia,,,,,,,
1464,,,naciones,,,,,,,
1465,,,utilizar,,,,,,,
1466,,,buenas,,,,,,,
1467,,,compromiso,,,,,,,
1468,,,acaso,,,,,,,
1469,,,completo,,,,,,,
1470,,,pelo,,,,,,,
1471,,,piedra,,,,,,,
1472,,,medicina,,,,,,,
1473,,,campos,,,,,,,
1474,,,liga,,,,,,,
1475,,,vaya,,,,,,,
1476,,,disposición,,,,,,,
1477,,,permanente,,,,,,,
1478,,,método,,,,,,,
1479,,,sentía,,,,,,,
1480,,,próxima,,,,,,,
1481,,,tierras,,,,,,,
1482,,,error,,,,,,,
1483,,,incremento,,,,,,,
1484,,,piso,,,,,,,
1485,,,socialistas,,,,,,,
1486,,,similar,,,,,,,
1487,,,viento,,,,,,,
1488,,,salvador,,,,,,,
1489,,,seres,,,,,,,
1490,,,posteriormente,,,,,,,
1491,,,dispuesto,,,,,,,
1492,,,poeta,,,,,,,
1493,,,económicas,,,,,,,
1494,,,secreto,,,,,,,
1495,,,funcionamiento,,,,,,,
1496,,,debajo,,,,,,,
1497,,,recordar,,,,,,,
1498,,,valencia,,,,,,,
1499,,,presentó,,,,,,,
1500,,,jueves,,,,,,,
1501,,,corriente,,,,,,,
1502,,,ingresos,,,,,,,
1503,,,intento,,,,,,,
1504,,,tuvieron,,,,,,,
1505,,,colores,,,,,,,
1506,,,altos,,,,,,,
1507,,,sevilla,,,,,,,
1508,,,hojas,,,,,,,
1509,,,probablemente,,,,,,,
1510,,,búsqueda,,,,,,,
1511,,,pequeñas,,,,,,,
1512,,,oferta,,,,,,,
1513,,,washington,,,,,,,
1514,,,cataluña,,,,,,,
1515,,,oficina,,,,,,,
1516,,,produjo,,,,,,,
1517,,,soldados,,,,,,,
1518,,,pasada,,,,,,,
1519,,,volumen,,,,,,,
1520,,,parecen,,,,,,,
1521,,,causas,,,,,,,
1522,,,dieron,,,,,,,
1523,,,división,,,,,,,
1524,,,darle,,,,,,,
1525,,,clave,,,,,,,
1526,,,ana,,,,,,,
1527,,,reciente,,,,,,,
1528,,,votos,,,,,,,
1529,,,logró,,,,,,,
1530,,,piernas,,,,,,,
1531,,,sirve,,,,,,,
1532,,,carmen,,,,,,,
1533,,,deuda,,,,,,,
1534,,,noticias,,,,,,,
1535,,,menores,,,,,,,
1536,,,querido,,,,,,,
1537,,,pago,,,,,,,
1538,,,fig,,,,,,,
1539,,,recuerda,,,,,,,
1540,,,podrán,,,,,,,
1541,,,independencia,,,,,,,
1542,,,ataque,,,,,,,
1543,,,igualmente,,,,,,,
1544,,,necesaria,,,,,,,
1545,,,quedan,,,,,,,
1546,,,regional,,,,,,,
1547,,,castro,,,,,,,
1548,,,decisiones,,,,,,,
1549,,,concepción,,,,,,,
1550,,,llegaron,,,,,,,
1551,,,siente,,,,,,,
1552,,,juntos,,,,,,,
1553,,,sabemos,,,,,,,
1554,,,ropa,,,,,,,
1555,,,parque,,,,,,,
1556,,,empresarios,,,,,,,
1557,,,conmigo,,,,,,,
1558,,,procedimiento,,,,,,,
1559,,,suma,,,,,,,
1560,,,elección,,,,,,,
1561,,,leer,,,,,,,
1562,,,feliz,,,,,,,
1563,,,ninguno,,,,,,,
1564,,,continuación,,,,,,,
1565,,,ministros,,,,,,,
1566,,,verdadera,,,,,,,
1567,,,reacción,,,,,,,
1568,,,podían,,,,,,,
1569,,,tanta,,,,,,,
1570,,,tomó,,,,,,,
1571,,,mente,,,,,,,
1572,,,tradicional,,,,,,,
1573,,,abierta,,,,,,,
1574,,,breve,,,,,,,
1575,,,aparecen,,,,,,,
1576,,,trataba,,,,,,,
1577,,,recibido,,,,,,,
1578,,,mejorar,,,,,,,
1579,,,ciertas,,,,,,,
1580,,,aparte,,,,,,,
1581,,,cárcel,,,,,,,
1582,,,entidad,,,,,,,
1583,,,investigaciones,,,,,,,
1584,,,temperatura,,,,,,,
1585,,,siento,,,,,,,
1586,,,londres,,,,,,,
1587,,,directa,,,,,,,
1588,,,portavoz,,,,,,,
1589,,,eta,,,,,,,
1590,,,responsables,,,,,,,
1591,,,ventana,,,,,,,
1592,,,contrato,,,,,,,
1593,,,elemento,,,,,,,
1594,,,privada,,,,,,,
1595,,,quince,,,,,,,
1596,,,veo,,,,,,,
1597,,,os,,,,,,,
1598,,,firma,,,,,,,
1599,,,incluye,,,,,,,
1600,,,pobres,,,,,,,
1601,,,vas,,,,,,,
1602,,,abogado,,,,,,,
1603,,,presentar,,,,,,,
1604,,,gobernador,,,,,,,
1605,,,próximos,,,,,,,
1606,,,jaime,,,,,,,
1607,,,hablando,,,,,,,
1608,,,canal,,,,,,,
1609,,,tráfico,,,,,,,
1610,,,capitán,,,,,,,
1611,,,personalidad,,,,,,,
1612,,,género,,,,,,,
1613,,,generación,,,,,,,
1614,,,documentos,,,,,,,
1615,,,espectáculo,,,,,,,
1616,,,vivo,,,,,,,
1617,,,tendría,,,,,,,
1618,,,preguntas,,,,,,,
1619,,,inmediatamente,,,,,,,
1620,,,cien,,,,,,,
1621,,,colaboración,,,,,,,
1622,,,hermana,,,,,,,
1623,,,conde,,,,,,,
1624,,,mío,,,,,,,
1625,,,federación,,,,,,,
1626,,,cincuenta,,,,,,,
1627,,,sorpresa,,,,,,,
1628,,,regiones,,,,,,,
1629,,,carga,,,,,,,
1630,,,bienes,,,,,,,
1631,,,masa,,,,,,,
1632,,,cartas,,,,,,,
1633,,,reyes,,,,,,,
1634,,,principalmente,,,,,,,
1635,,,puestos,,,,,,,
1636,,,sombra,,,,,,,
1637,,,andrés,,,,,,,
1638,,,criterios,,,,,,,
1639,,,abrir,,,,,,,
1640,,,cuyos,,,,,,,
1641,,,filosofía,,,,,,,
1642,,,miró,,,,,,,
1643,,,negra,,,,,,,
1644,,,margen,,,,,,,
1645,,,artista,,,,,,,
1646,,,constante,,,,,,,
1647,,,encontraba,,,,,,,
1648,,,gastos,,,,,,,
1649,,,morir,,,,,,,
1650,,,espacios,,,,,,,
